AccountAgeDays,NumItems,localTime,PaymentMethod,PaymentMethodAgeDays,Label
2000,1,4.92,creditcard,889.01,0
200,1,4.97,paypal,0.00,0
1250,1,4.51,paypal,0.00,0
541,1,4.52,creditcard,0.00,0
34,1,4.75,creditcard,8.00,0
6,1,4.92,paypal,0.00,0
1,1,4.74,creditcard,0.00,1
1967,1,5.02,creditcard,0.00,0
162,1,4.88,creditcard,0.00,0
20,1,4.88,creditcard,0.00,0
208,1,4.75,creditcard,0.70,0
541,1,4.90,creditcard,524.54,0
2000,1,4.96,creditcard,18.21,0
2000,1,4.75,creditcard,0.00,0
1582,1,5.02,paypal,475.38,0
989,1,5.02,creditcard,0.05,0
962,1,4.88,creditcard,0.00,0
929,1,4.75,creditcard,0.00,0
4,1,4.75,paypal,0.00,0
189,1,3.58,creditcard,0.00,0
6,1,5.02,paypal,0.00,0
80,1,4.97,storecredit,0.00,0
1913,1,4.90,storecredit,1.38,0
1278,1,4.06,creditcard,862.19,0
26,1,4.96,creditcard,0.00,0
2,1,4.89,creditcard,0.00,0
1621,2,5.04,creditcard,0.00,0
2000,1,4.51,creditcard,0.00,0
5,1,4.51,creditcard,0.00,0
1028,1,4.90,creditcard,430.36,0
138,1,4.92,paypal,32.38,0
121,2,4.52,creditcard,120.87,0
165,1,4.75,creditcard,0.00,0
2000,1,4.92,creditcard,1.54,0
856,1,4.92,creditcard,0.00,0
2000,1,4.92,creditcard,0.04,0
240,1,4.88,creditcard,239.14,0
1645,1,5.04,paypal,0.00,0
380,1,4.84,creditcard,0.01,0
328,1,4.84,paypal,0.15,0
8,1,4.97,creditcard,7.31,0
247,1,5.04,paypal,246.18,0
44,1,4.92,creditcard,43.06,0
2000,1,4.92,creditcard,0.00,0
2,1,4.89,creditcard,0.50,0
817,1,4.96,creditcard,0.01,0
787,1,4.06,creditcard,0.00,0
617,1,4.92,creditcard,185.35,0
2000,1,4.92,creditcard,874.26,0
151,2,4.89,creditcard,0.00,0
2000,1,4.92,creditcard,193.81,0
2000,1,4.46,creditcard,0.00,0
1210,1,5.03,storecredit,0.00,0
865,1,4.96,creditcard,0.00,0
209,1,4.75,paypal,0.00,0
98,1,4.75,storecredit,0.00,0
2000,1,4.75,paypal,373.70,0
141,1,4.52,creditcard,140.62,0
782,1,4.74,creditcard,266.31,0
1819,1,5.04,creditcard,0.00,0
1926,1,4.88,creditcard,1.58,0
95,1,5.03,creditcard,0.15,0
36,1,4.75,creditcard,0.00,0
18,1,3.58,paypal,17.06,0
127,1,4.52,creditcard,126.17,0
360,1,5.02,creditcard,1.43,0
1938,1,4.88,paypal,0.01,0
131,2,4.88,storecredit,23.89,0
607,1,5.04,creditcard,74.45,0
228,1,4.88,creditcard,0.00,0
2,1,4.74,creditcard,1.02,0
1906,1,4.75,creditcard,0.00,0
1828,1,4.97,creditcard,0.05,0
2000,1,4.84,creditcard,0.00,0
16,1,4.52,creditcard,0.00,0
1266,1,4.97,creditcard,1232.38,0
2000,1,4.84,creditcard,503.81,0
15,1,4.74,paypal,14.77,0
959,1,4.84,creditcard,0.00,0
711,1,5.04,paypal,0.00,0
2000,1,4.75,creditcard,2.92,0
217,1,4.06,creditcard,0.00,0
993,1,4.92,paypal,0.00,0
1614,1,4.51,creditcard,449.12,0
199,1,4.52,creditcard,32.90,0
986,1,4.84,paypal,0.00,0
2,1,4.92,paypal,0.01,0
817,1,4.06,creditcard,299.36,0
2000,1,4.84,creditcard,401.96,0
1700,1,5.02,creditcard,420.48,0
9,1,4.46,creditcard,0.00,0
9,1,4.52,creditcard,0.03,0
9,1,4.51,creditcard,0.00,0
1093,1,4.75,creditcard,0.00,0
57,1,4.90,paypal,56.57,0
195,1,4.90,creditcard,0.00,0
391,1,4.89,creditcard,0.01,0
589,1,3.95,creditcard,0.00,0
2000,1,4.75,creditcard,342.83,0
89,2,5.03,creditcard,88.32,0
1605,1,4.74,paypal,480.93,0
635,1,5.02,paypal,0.00,0
35,1,4.97,storecredit,0.03,0
1913,1,5.04,paypal,1348.49,0
2000,1,5.04,creditcard,2.03,0
5,1,4.96,paypal,4.91,0
2000,1,5.04,paypal,0.00,0
2000,1,4.06,creditcard,21.18,0
2000,1,3.07,paypal,0.03,0
1090,1,4.92,paypal,0.00,0
48,1,4.84,creditcard,0.00,0
88,1,4.51,creditcard,0.00,0
183,1,4.92,creditcard,0.01,0
12,1,4.97,paypal,0.00,0
156,1,4.89,creditcard,0.00,0
603,1,4.97,creditcard,0.00,0
48,1,4.51,creditcard,47.13,0
37,1,4.06,creditcard,0.02,0
919,1,5.02,creditcard,375.22,0
563,1,4.89,creditcard,0.00,0
1070,1,4.88,creditcard,0.00,0
411,1,5.03,creditcard,0.00,0
24,1,4.89,creditcard,23.60,0
1752,1,3.48,creditcard,0.00,0
16,1,5.03,creditcard,0.00,0
6,1,4.88,creditcard,0.00,0
6,1,4.84,creditcard,0.00,0
1119,1,4.52,creditcard,0.44,0
18,1,5.03,creditcard,0.00,0
2000,1,4.75,creditcard,989.84,0
633,1,4.90,creditcard,0.00,0
2000,1,4.06,creditcard,56.21,0
2,1,4.92,creditcard,1.70,0
2000,2,4.51,creditcard,1835.14,0
7,1,4.75,paypal,0.00,0
20,1,4.52,creditcard,0.00,0
877,1,4.51,paypal,0.00,0
73,1,4.88,creditcard,72.18,0
1852,1,4.92,creditcard,0.00,0
2,1,5.03,paypal,0.00,0
2000,1,4.90,creditcard,0.00,0
1563,1,4.88,creditcard,0.00,0
163,1,5.02,creditcard,0.00,0
2000,1,4.51,creditcard,521.49,0
2000,1,4.74,paypal,5.01,0
33,1,4.46,paypal,32.90,0
928,1,4.92,creditcard,0.00,0
2,1,4.92,creditcard,1.76,0
2000,1,4.96,creditcard,62.16,0
1,1,4.90,paypal,0.00,1
267,1,4.75,paypal,0.00,0
2000,1,4.92,creditcard,1850.34,0
232,1,5.04,paypal,0.03,0
52,2,4.52,creditcard,51.38,0
2000,1,3.58,paypal,0.14,0
1269,2,4.89,creditcard,64.85,0
721,3,4.84,creditcard,25.47,0
788,1,4.84,creditcard,0.00,0
562,1,4.92,creditcard,504.10,0
522,1,4.97,paypal,0.01,0
46,1,4.84,creditcard,45.53,0
122,1,3.58,creditcard,0.00,0
64,1,4.75,paypal,0.00,0
7,1,4.75,storecredit,6.64,0
2000,1,5.03,paypal,546.18,0
168,1,4.89,creditcard,0.00,0
1492,1,4.74,creditcard,0.00,0
1213,1,5.03,creditcard,0.00,0
1,1,4.84,paypal,0.00,1
2000,1,4.75,creditcard,0.00,0
723,1,4.90,creditcard,175.85,0
895,1,3.95,creditcard,401.66,0
1397,1,4.88,creditcard,105.75,0
949,1,5.03,creditcard,0.00,0
771,1,5.02,creditcard,0.00,0
2000,1,4.84,paypal,0.00,0
2000,1,4.74,creditcard,134.48,0
209,1,4.84,creditcard,0.00,0
1738,1,5.02,creditcard,373.08,0
2,1,4.92,creditcard,0.00,0
3,1,4.75,paypal,0.00,0
38,1,4.89,paypal,0.00,0
231,1,4.75,paypal,28.68,0
2000,1,4.96,creditcard,50.21,0
9,1,4.52,creditcard,0.02,0
138,1,4.52,creditcard,137.26,0
11,1,4.89,creditcard,10.57,0
130,1,4.46,creditcard,128.49,0
452,1,4.97,creditcard,0.00,0
537,1,4.51,storecredit,29.88,0
623,1,4.74,paypal,0.00,0
1651,1,4.84,paypal,29.70,0
102,1,4.92,creditcard,0.00,0
129,1,4.52,creditcard,120.33,0
81,1,5.03,creditcard,0.00,0
270,1,5.03,creditcard,0.00,0
949,1,4.06,creditcard,2.08,0
1925,1,4.92,paypal,0.00,0
41,1,3.95,creditcard,0.00,0
2000,1,4.46,creditcard,0.00,0
2000,1,4.92,creditcard,753.28,0
1266,1,4.92,creditcard,0.00,0
2000,1,4.75,creditcard,0.00,0
71,1,4.75,creditcard,70.06,0
741,1,4.88,paypal,27.90,0
2000,1,4.06,creditcard,0.00,0
70,1,4.89,creditcard,0.00,0
280,1,4.90,creditcard,266.94,0
917,1,4.52,paypal,18.11,0
2,1,4.89,paypal,0.00,0
52,1,4.92,creditcard,49.96,0
119,1,4.90,creditcard,0.00,0
937,1,4.06,creditcard,0.00,0
3,1,4.52,creditcard,1.96,0
1269,1,3.07,creditcard,105.26,0
175,2,4.75,creditcard,169.01,0
1294,1,4.51,storecredit,0.91,0
687,1,4.92,paypal,0.00,0
1006,1,4.84,creditcard,0.00,0
625,2,4.84,creditcard,83.19,0
152,1,4.75,creditcard,0.00,0
28,1,4.75,paypal,0.00,0
2,1,4.89,creditcard,0.03,0
1806,1,4.74,paypal,0.00,0
256,1,4.46,creditcard,63.44,0
2000,1,4.51,paypal,0.16,0
6,1,4.84,paypal,5.91,0
2000,1,4.75,creditcard,0.00,0
179,1,4.97,paypal,160.60,0
124,1,4.96,creditcard,0.00,0
6,1,4.97,creditcard,0.00,0
172,2,4.92,storecredit,0.00,0
2,1,4.84,creditcard,1.97,0
3,1,4.88,creditcard,0.01,0
211,1,4.74,creditcard,210.84,0
2,1,4.75,creditcard,1.90,0
2000,1,4.75,creditcard,0.02,0
3,1,5.03,creditcard,2.10,0
1908,1,4.84,creditcard,0.00,0
220,1,4.74,creditcard,0.00,0
892,1,4.51,paypal,342.07,0
258,1,4.51,creditcard,0.00,0
920,1,4.51,creditcard,1.19,0
2000,1,4.75,paypal,526.97,0
1966,1,4.74,paypal,776.82,0
1004,1,4.92,creditcard,0.00,0
884,1,4.97,creditcard,248.81,0
2000,1,4.84,creditcard,0.01,0
1752,1,4.75,creditcard,204.78,0
1213,1,5.04,creditcard,0.01,0
985,1,4.74,creditcard,0.00,0
1969,1,4.84,paypal,183.89,0
737,1,4.90,creditcard,0.00,0
2000,1,4.92,paypal,0.00,0
46,1,5.03,paypal,39.15,0
484,1,4.89,storecredit,0.00,0
113,1,4.84,creditcard,0.00,0
2000,1,5.02,paypal,572.15,0
1502,1,4.75,creditcard,0.00,0
144,1,4.75,storecredit,0.00,0
96,1,4.52,creditcard,95.05,0
2000,1,4.75,creditcard,72.65,0
260,1,4.92,paypal,225.17,0
12,1,4.52,creditcard,7.80,0
1127,1,5.04,creditcard,0.00,0
79,1,4.89,creditcard,0.00,0
1625,1,4.84,creditcard,0.00,0
910,1,4.89,creditcard,0.00,0
54,1,5.04,creditcard,0.00,0
2000,1,4.74,creditcard,0.00,0
2000,1,3.95,paypal,0.50,0
2000,1,4.46,creditcard,62.36,0
10,2,4.06,paypal,9.12,0
2000,1,4.92,creditcard,0.00,0
13,1,4.92,creditcard,0.00,0
102,1,4.97,paypal,101.97,0
49,1,4.89,paypal,48.80,0
33,1,4.51,creditcard,0.00,0
914,2,4.51,paypal,0.05,0
989,1,5.03,storecredit,9.30,0
1078,1,4.92,creditcard,121.16,0
179,1,5.02,creditcard,174.34,0
2000,1,4.89,creditcard,0.13,0
484,1,4.96,creditcard,324.75,0
13,1,4.75,creditcard,0.00,0
150,1,4.84,creditcard,0.00,0
2,1,4.90,creditcard,0.00,0
2000,1,4.74,creditcard,0.00,0
2000,1,4.75,creditcard,1343.98,0
1567,1,4.90,creditcard,0.00,0
168,1,4.74,creditcard,167.92,0
26,1,4.97,creditcard,25.10,0
2000,1,4.06,paypal,270.43,0
1934,1,4.75,paypal,465.55,0
808,1,4.88,creditcard,0.00,0
50,1,4.84,creditcard,0.00,0
24,1,5.04,creditcard,0.01,0
2000,1,5.04,creditcard,0.17,0
1840,1,4.88,paypal,0.00,0
250,1,4.74,creditcard,0.00,0
129,1,4.52,creditcard,128.83,0
1168,1,4.92,creditcard,0.00,0
2000,1,4.75,paypal,72.85,0
176,1,4.51,storecredit,0.00,0
789,1,4.51,creditcard,788.22,0
2000,1,3.95,creditcard,116.56,0
2000,1,5.02,creditcard,489.91,0
55,1,4.96,creditcard,54.98,0
868,1,4.84,creditcard,0.00,0
51,1,4.52,creditcard,50.77,0
7,1,4.74,creditcard,0.00,0
6,1,4.75,creditcard,0.01,0
3,1,4.92,creditcard,2.14,0
17,1,4.97,creditcard,16.30,0
2000,1,4.89,paypal,850.71,0
951,1,4.96,paypal,15.80,0
519,1,2.60,creditcard,491.73,0
101,1,4.75,creditcard,0.00,0
2000,1,4.75,creditcard,40.09,0
1786,1,4.92,creditcard,572.07,0
2000,1,4.52,creditcard,0.05,0
750,1,4.96,paypal,0.00,0
1006,1,4.90,creditcard,0.81,0
19,1,4.92,creditcard,18.04,0
1436,1,2.60,creditcard,47.10,0
69,1,4.92,storecredit,0.00,0
81,1,4.74,creditcard,0.00,0
1613,1,5.02,creditcard,0.00,0
2000,1,4.90,storecredit,988.26,0
2000,1,5.02,creditcard,520.88,0
217,1,4.75,paypal,0.00,0
2000,1,4.89,creditcard,249.49,0
634,6,4.96,creditcard,598.09,0
1388,1,4.92,paypal,0.00,0
2000,1,5.03,paypal,0.00,0
1895,1,4.97,creditcard,328.32,0
6,1,4.52,paypal,5.13,0
1468,1,4.88,creditcard,0.00,0
1694,1,5.04,creditcard,0.01,0
12,1,4.74,creditcard,11.88,0
1130,1,4.51,creditcard,0.00,0
1260,1,5.04,creditcard,0.00,0
251,1,4.96,creditcard,62.40,0
2000,1,5.02,creditcard,1005.95,0
4,1,4.75,creditcard,3.16,0
1715,1,4.52,creditcard,439.92,0
1586,1,4.92,creditcard,0.00,0
218,1,4.90,paypal,217.66,0
2,1,4.52,paypal,1.72,0
2000,1,4.75,creditcard,102.23,0
3,1,4.84,creditcard,2.13,0
2000,1,4.74,creditcard,1279.66,0
2000,1,4.06,creditcard,3.41,0
2000,1,4.52,storecredit,0.00,0
2000,1,4.88,paypal,0.89,0
663,1,4.51,creditcard,0.00,0
2000,1,4.89,creditcard,2.86,0
1644,1,4.75,paypal,0.24,0
1671,1,4.51,creditcard,0.00,0
2000,1,4.96,creditcard,16.77,0
110,2,4.52,paypal,109.95,0
4,1,4.74,paypal,3.55,0
37,1,4.97,paypal,34.15,0
8,1,5.03,paypal,7.07,0
2,1,4.97,creditcard,1.93,0
2000,1,4.74,creditcard,0.00,0
4,1,4.92,creditcard,0.00,0
2000,1,3.07,creditcard,0.42,0
539,1,4.92,creditcard,0.00,0
14,1,4.52,creditcard,13.93,0
25,1,4.75,creditcard,24.70,0
140,1,4.84,creditcard,0.00,0
824,1,4.89,creditcard,0.01,0
2000,1,4.89,storecredit,0.00,0
2000,1,4.75,creditcard,0.00,0
128,1,4.90,paypal,0.00,0
1215,5,3.48,creditcard,109.80,0
3,1,4.74,creditcard,0.00,0
2000,1,3.95,creditcard,0.00,0
2000,1,4.74,paypal,117.86,0
2000,1,3.48,creditcard,668.36,0
5,1,4.51,paypal,0.00,0
250,1,4.92,creditcard,0.01,0
455,1,4.89,storecredit,61.65,0
1488,1,4.51,creditcard,0.00,0
8,1,5.03,creditcard,7.11,0
25,1,4.97,creditcard,0.00,0
172,1,4.96,creditcard,171.69,0
1,3,5.02,paypal,0.00,1
132,1,4.88,paypal,131.03,0
28,1,4.75,creditcard,27.19,0
781,1,4.97,paypal,0.00,0
528,1,4.52,creditcard,0.00,0
35,1,3.07,creditcard,0.00,0
25,1,4.97,creditcard,0.00,0
639,1,4.06,storecredit,273.49,0
2000,1,4.75,creditcard,0.00,0
1391,1,5.04,paypal,0.00,0
2,1,4.84,creditcard,0.00,0
2000,1,5.04,storecredit,327.24,0
159,1,4.89,creditcard,158.75,0
2000,10,4.97,paypal,854.83,0
33,1,3.58,paypal,0.00,0
280,1,4.88,storecredit,0.00,0
37,1,4.90,creditcard,0.00,0
2000,1,4.46,creditcard,1820.59,0
2000,1,5.03,creditcard,0.01,0
2000,1,5.03,creditcard,65.12,0
404,1,4.75,creditcard,389.75,0
1587,1,4.92,creditcard,0.00,0
2000,1,4.84,creditcard,103.29,0
3,1,4.89,creditcard,0.61,0
1874,1,5.02,creditcard,0.00,0
26,1,4.96,creditcard,0.07,0
5,1,4.84,creditcard,0.00,0
2000,1,4.75,paypal,896.82,0
2000,1,4.51,paypal,0.00,0
1533,1,5.03,creditcard,0.01,0
1437,1,5.03,creditcard,815.02,0
67,1,4.75,creditcard,66.72,0
2000,1,4.97,creditcard,1327.90,0
904,1,4.97,creditcard,617.25,0
2000,1,4.75,paypal,0.00,0
2000,1,4.88,creditcard,0.00,0
2000,1,4.52,paypal,1522.08,0
203,1,4.89,creditcard,0.00,0
666,1,4.06,creditcard,0.00,0
2000,1,4.51,creditcard,86.50,0
83,1,4.92,paypal,0.00,0
227,1,4.75,storecredit,57.83,0
15,1,4.96,creditcard,0.00,0
8,1,4.75,creditcard,0.00,0
2000,1,4.97,creditcard,0.00,0
2,1,4.88,creditcard,1.39,0
1627,1,4.46,creditcard,0.00,0
3,1,4.92,paypal,0.00,0
2000,1,4.74,creditcard,0.33,0
140,1,4.89,creditcard,1.12,0
457,1,5.04,creditcard,1.20,0
132,1,5.03,creditcard,0.00,0
2000,1,4.75,creditcard,0.00,0
91,1,4.52,creditcard,0.00,0
101,1,5.04,paypal,0.00,0
74,1,4.92,creditcard,0.00,0
2000,1,5.03,storecredit,0.00,0
8,1,4.46,creditcard,0.00,0
2000,1,5.03,storecredit,0.00,0
1091,1,5.03,creditcard,1090.18,0
248,1,5.03,creditcard,0.00,0
1613,1,5.03,paypal,414.32,0
1099,1,4.96,creditcard,1097.99,0
32,1,4.75,creditcard,0.00,0
696,1,4.75,paypal,695.82,0
1483,1,4.89,creditcard,0.00,0
492,1,4.88,paypal,0.00,0
1403,1,4.96,creditcard,0.00,0
602,1,4.92,creditcard,546.50,0
1269,1,3.07,creditcard,105.26,0
214,1,4.90,creditcard,0.00,0
3,1,4.75,creditcard,0.00,0
9,5,4.92,creditcard,8.23,0
151,1,4.97,paypal,88.25,0
955,1,4.51,creditcard,0.00,0
1925,1,4.51,paypal,919.17,0
2000,1,5.03,creditcard,47.82,0
24,1,5.03,paypal,0.00,0
715,2,5.04,paypal,0.00,0
1,1,4.97,creditcard,0.00,1
125,1,4.52,creditcard,124.93,0
1,1,2.60,creditcard,0.00,1
255,1,4.96,creditcard,134.84,0
93,1,5.04,creditcard,0.01,0
1918,1,4.92,paypal,0.00,0
550,1,5.03,paypal,0.00,0
876,1,4.75,creditcard,0.00,0
140,1,4.92,creditcard,0.00,0
85,1,4.52,creditcard,84.14,0
12,1,4.75,paypal,0.00,0
619,1,4.90,creditcard,0.00,0
109,1,4.75,creditcard,108.01,0
1887,1,4.97,creditcard,664.08,0
1015,1,4.90,creditcard,0.01,0
171,1,4.92,paypal,170.06,0
545,1,4.96,storecredit,0.00,0
129,1,5.03,paypal,128.15,0
585,1,4.96,paypal,142.79,0
2,1,4.96,creditcard,0.00,0
269,1,4.88,creditcard,0.00,0
1480,1,4.89,paypal,0.00,0
618,1,4.75,paypal,0.00,0
2000,1,4.90,creditcard,1.85,0
185,1,4.06,creditcard,0.00,0
4,1,4.51,creditcard,0.35,0
3,1,4.90,creditcard,2.54,0
552,1,4.89,creditcard,149.90,0
1328,2,4.92,creditcard,0.00,0
2000,1,5.04,creditcard,0.00,0
4,1,4.75,creditcard,0.00,0
2000,1,4.75,creditcard,518.91,0
1164,1,5.03,creditcard,0.00,0
2000,1,4.75,paypal,373.70,0
872,1,3.58,paypal,496.24,0
1875,1,4.75,creditcard,1769.95,0
2000,1,4.75,creditcard,290.12,0
2,1,4.06,creditcard,1.45,0
779,1,4.97,storecredit,129.04,0
2,2,4.89,creditcard,1.05,0
2000,1,4.75,paypal,1.64,0
1363,1,4.75,paypal,3.65,0
596,1,4.84,paypal,257.03,0
2000,2,4.75,creditcard,0.00,0
240,1,4.92,creditcard,0.00,0
2000,2,4.75,creditcard,404.65,0
2000,1,4.92,paypal,19.50,0
992,1,4.52,creditcard,0.00,0
8,1,4.75,paypal,7.95,0
2,1,4.75,creditcard,1.04,0
1001,1,4.84,creditcard,0.01,0
8,1,4.75,creditcard,7.00,0
1624,1,4.75,paypal,0.00,0
1285,1,4.52,creditcard,0.00,0
7,1,4.75,storecredit,6.24,0
2000,1,3.95,paypal,0.00,0
2000,1,4.90,creditcard,612.02,0
57,1,5.04,creditcard,0.05,0
2000,1,5.03,creditcard,392.75,0
1280,1,4.74,paypal,0.00,0
525,1,4.90,paypal,0.00,0
2000,1,4.92,paypal,609.30,0
82,1,4.97,creditcard,81.04,0
22,1,4.92,creditcard,21.24,0
2000,1,5.03,creditcard,418.08,0
2000,1,4.52,creditcard,0.00,0
35,1,4.89,creditcard,0.00,0
44,1,4.75,creditcard,0.08,0
131,1,5.02,creditcard,0.00,0
2000,1,4.88,paypal,0.00,0
112,1,4.74,creditcard,27.83,0
765,1,4.88,paypal,0.00,0
51,1,4.92,creditcard,3.00,0
9,1,5.02,creditcard,0.00,0
16,1,5.04,creditcard,0.00,0
2000,1,5.04,paypal,0.00,0
2000,1,4.74,creditcard,0.00,0
624,1,3.58,paypal,533.37,0
590,1,5.03,paypal,554.76,0
2000,1,3.48,storecredit,5.50,0
1032,1,4.75,creditcard,0.00,0
30,1,4.92,creditcard,13.06,0
1698,1,4.51,storecredit,0.00,0
1801,5,2.95,creditcard,563.26,0
5,1,4.52,creditcard,4.19,0
2000,1,4.92,creditcard,805.91,0
20,1,4.52,paypal,19.63,0
229,1,4.89,creditcard,0.00,0
2000,1,4.84,creditcard,46.46,0
821,1,5.03,creditcard,0.14,0
112,1,4.74,creditcard,0.00,0
1576,1,4.75,storecredit,425.32,0
19,1,4.06,creditcard,18.17,0
70,1,4.92,creditcard,0.02,0
360,1,4.89,creditcard,0.02,0
4,1,4.92,creditcard,0.00,0
2000,1,5.04,creditcard,149.50,0
1613,1,5.02,storecredit,60.40,0
516,1,4.92,storecredit,0.00,0
211,1,4.92,creditcard,0.00,0
212,1,4.84,creditcard,211.09,0
113,1,4.75,creditcard,112.03,0
38,1,4.51,creditcard,37.94,0
33,1,4.96,creditcard,0.00,0
110,1,4.90,creditcard,109.82,0
1373,2,4.51,creditcard,0.00,0
204,1,4.84,paypal,0.00,0
70,1,4.92,creditcard,0.02,0
1292,1,4.52,creditcard,223.14,0
7,1,4.90,creditcard,6.38,0
5,1,4.06,creditcard,4.06,0
946,1,4.75,paypal,0.00,0
344,1,4.92,creditcard,0.00,0
708,1,4.46,paypal,0.00,0
2000,1,4.96,creditcard,505.70,0
8,1,4.75,creditcard,7.02,0
602,1,4.92,creditcard,258.68,0
826,1,4.84,paypal,0.00,0
2000,1,5.02,paypal,1.10,0
2,1,4.84,paypal,0.00,0
1531,1,4.88,paypal,290.97,0
1552,1,5.04,creditcard,0.00,0
1727,1,4.92,creditcard,312.15,0
147,1,4.84,creditcard,0.00,0
178,1,4.92,paypal,0.00,0
171,1,4.92,storecredit,144.40,0
2,1,4.52,paypal,0.00,0
29,1,4.06,paypal,0.00,0
2000,1,4.96,creditcard,995.75,0
1927,1,5.02,creditcard,739.24,0
1816,1,4.75,creditcard,0.00,0
672,1,4.97,paypal,0.00,0
2000,1,4.74,creditcard,0.86,0
66,1,4.75,paypal,65.08,0
897,1,4.75,creditcard,0.00,0
2000,1,5.04,creditcard,355.02,0
574,1,4.84,creditcard,0.00,0
133,1,4.46,creditcard,96.63,0
35,1,4.89,paypal,0.00,0
71,1,4.75,creditcard,0.00,0
19,1,3.58,creditcard,0.00,0
1,1,4.75,creditcard,0.00,1
1309,1,4.88,paypal,133.69,0
103,1,4.75,storecredit,1.07,0
882,1,4.90,creditcard,0.00,0
939,1,4.75,paypal,0.00,0
140,1,4.92,creditcard,0.01,0
1847,1,4.84,creditcard,0.01,0
456,1,5.03,creditcard,0.33,0
7,1,4.06,creditcard,4.07,0
13,1,5.02,creditcard,0.00,0
2000,1,4.51,creditcard,299.36,0
16,1,4.52,creditcard,15.19,0
3,1,4.92,creditcard,2.18,0
167,1,5.02,creditcard,0.00,0
1961,1,4.92,creditcard,186.02,0
104,1,4.75,creditcard,0.00,0
326,12,4.92,creditcard,167.14,0
2000,1,4.90,paypal,0.01,0
21,1,4.90,paypal,20.87,0
2,1,4.52,paypal,0.00,0
606,1,4.88,creditcard,0.26,0
957,1,4.96,creditcard,154.87,0
1980,1,4.88,creditcard,0.00,0
2000,1,4.92,creditcard,249.97,0
436,1,4.75,creditcard,0.00,0
15,1,4.92,creditcard,0.00,0
190,1,4.84,creditcard,0.00,0
1,1,4.75,creditcard,0.00,1
1719,1,4.75,creditcard,0.01,0
1692,1,4.92,creditcard,0.00,0
1670,1,4.89,creditcard,173.05,0
615,1,5.03,creditcard,0.00,0
2000,1,4.46,creditcard,1193.99,0
1344,1,4.96,creditcard,22.71,0
2000,8,4.75,creditcard,389.90,0
2000,1,4.52,creditcard,1432.18,0
139,2,4.84,creditcard,0.00,0
135,1,4.92,paypal,0.05,0
2000,1,5.04,creditcard,0.00,0
278,1,4.52,creditcard,0.04,0
2000,1,4.74,paypal,0.00,0
2,1,4.88,creditcard,1.08,0
29,1,4.92,creditcard,0.00,0
182,1,5.04,paypal,181.96,0
2000,1,4.92,creditcard,0.00,0
3,1,5.03,paypal,2.12,0
2000,1,3.58,paypal,389.42,0
32,1,4.89,creditcard,0.01,0
2000,1,4.75,creditcard,0.00,0
161,1,4.06,creditcard,0.00,0
192,1,4.90,creditcard,0.00,0
2000,1,4.75,creditcard,1.59,0
2000,1,5.03,paypal,0.00,0
62,1,4.96,creditcard,0.00,0
2000,1,5.02,creditcard,299.45,0
1404,1,4.06,creditcard,0.00,0
1068,1,5.02,paypal,0.00,0
146,2,4.96,paypal,0.00,0
5,1,4.92,creditcard,4.08,0
185,1,4.92,creditcard,0.00,0
29,1,4.52,creditcard,0.03,0
283,1,4.92,creditcard,0.00,0
2000,1,4.88,creditcard,23.21,0
103,1,4.96,creditcard,0.00,0
11,1,4.06,paypal,10.21,0
886,1,4.92,creditcard,0.00,0
121,2,4.52,paypal,120.95,0
175,1,4.92,creditcard,0.00,0
650,1,5.02,creditcard,0.00,0
42,1,4.96,paypal,0.00,0
1193,1,4.97,paypal,1192.14,0
610,1,4.06,paypal,0.00,0
1922,1,4.89,creditcard,0.00,0
6,1,4.89,creditcard,0.00,0
9,1,4.88,creditcard,8.07,0
767,1,4.88,creditcard,766.31,0
91,1,4.75,creditcard,0.00,0
71,1,4.52,creditcard,70.17,0
689,1,4.84,creditcard,0.02,0
2000,1,4.90,creditcard,530.92,0
51,1,5.04,paypal,50.08,0
1687,1,4.51,paypal,1111.40,0
10,1,4.89,creditcard,9.68,0
2000,1,5.04,paypal,1165.06,0
160,1,4.84,creditcard,81.04,0
2000,1,5.03,creditcard,2.94,0
2000,1,5.03,creditcard,390.12,0
2000,1,4.75,creditcard,0.00,0
297,1,4.75,creditcard,294.85,0
1763,1,4.96,creditcard,0.00,0
18,1,4.51,creditcard,17.29,0
209,1,4.06,creditcard,0.00,0
254,1,4.92,storecredit,0.00,0
671,1,4.96,creditcard,670.76,0
2000,1,4.84,creditcard,0.00,0
123,1,4.51,creditcard,0.00,0
35,1,4.84,creditcard,0.00,0
885,1,4.51,paypal,316.47,0
2000,1,4.75,creditcard,190.56,0
3,1,4.46,creditcard,1.99,0
1,1,2.60,paypal,0.00,1
1,1,4.75,creditcard,0.00,1
294,1,4.97,paypal,9.40,0
1608,1,4.84,paypal,147.17,0
1,1,4.74,creditcard,0.00,1
2000,1,4.75,creditcard,0.00,0
2000,1,4.84,creditcard,0.00,0
2000,1,4.52,paypal,250.16,0
2000,1,4.06,creditcard,136.17,0
54,1,4.88,creditcard,0.24,0
4,1,5.03,paypal,0.00,0
2000,1,4.46,creditcard,0.00,0
1167,1,4.90,creditcard,0.00,0
470,1,3.95,paypal,395.57,0
1471,1,5.04,storecredit,0.00,0
529,1,5.03,paypal,468.87,0
1277,1,4.46,creditcard,757.60,0
55,1,4.89,creditcard,0.00,0
544,1,4.97,paypal,0.00,0
2000,1,5.04,creditcard,0.18,0
