AccountAgeDays,NumItems,localTime,PaymentMethod,PaymentMethodAgeDays,Label
851,1,5.04,creditcard,0.0,Good
163,1,4.89,creditcard,120.88,Good
1162,1,3.95,paypal,136.48,Good
1242,1,5.03,creditcard,993.79,Good
815,1,4.92,creditcard,0.05,Good
1411,1,4.75,paypal,0.0,Good
611,1,4.51,creditcard,0.0,Good
807,1,4.75,paypal,0.0,Good
2000,1,5.02,creditcard,459.07,Good
176,1,4.89,creditcard,0.0,Good
544,1,4.75,creditcard,542.94,Good
2000,1,4.92,storecredit,263.08,Good
70,1,5.04,creditcard,0.0,Good
157,1,5.03,creditcard,0.0,Good
538,1,4.92,paypal,0.0,Good
1544,1,3.07,creditcard,0.03,Good
1704,1,4.97,creditcard,577.85,Good
534,1,5.03,creditcard,0.0,Good
750,1,4.06,creditcard,0.0,Good
141,1,5.04,creditcard,0.0,Good
339,1,4.75,creditcard,0.0,Good
443,1,5.02,storecredit,247.0,Good
1714,1,4.52,creditcard,0.0,Good
960,1,4.97,creditcard,204.82,Good
186,1,4.92,paypal,0.02,Good
2000,1,4.84,creditcard,408.84,Good
861,1,5.02,paypal,0.0,Good
1278,1,4.97,creditcard,877.35,Good
1183,1,4.88,paypal,0.0,Good
1890,1,4.06,creditcard,1889.31,Good
137,1,4.75,paypal,0.0,Good
173,1,4.88,creditcard,172.85,Good
1784,1,4.52,creditcard,0.0,Good
4,1,5.03,paypal,3.87,Good
2000,1,5.03,paypal,242.96,Good
1488,1,4.75,paypal,0.0,Good
93,2,2.6,creditcard,0.01,Good
2000,1,4.92,creditcard,135.25,Good
1464,1,4.88,paypal,98.95,Good
6,1,5.02,creditcard,5.21,Good
696,1,5.04,paypal,0.0,Good
92,1,4.84,creditcard,0.0,Good
282,1,4.92,creditcard,0.0,Good
923,1,4.06,creditcard,0.0,Good
37,2,4.84,paypal,36.19,Good
1970,1,5.02,creditcard,1825.21,Good
5,1,4.88,creditcard,0.02,Good
626,1,4.92,creditcard,0.0,Good
1887,1,4.97,creditcard,146.36,Good
457,1,4.92,creditcard,0.0,Good
1845,1,4.75,creditcard,1.81,Good
395,1,5.02,creditcard,20.18,Good
199,1,4.9,creditcard,183.98,Good
115,1,4.46,creditcard,0.0,Good
541,1,4.97,creditcard,100.45,Good
30,1,4.51,paypal,26.01,Good
1745,1,2.6,creditcard,1.23,Good
1903,1,5.03,paypal,0.0,Good
62,2,4.75,creditcard,0.0,Good
1293,1,5.04,storecredit,387.46,Good
34,1,5.03,creditcard,0.01,Good
65,1,4.75,creditcard,64.94,Good
1797,1,4.96,paypal,407.63,Good
778,1,4.88,paypal,0.0,Good
58,1,4.97,paypal,0.0,Good
472,1,4.92,paypal,0.0,Good
223,1,5.04,creditcard,0.0,Good
49,1,4.75,creditcard,0.0,Good
21,1,4.96,paypal,0.0,Good
11,2,4.96,paypal,0.0,Good
244,1,5.04,creditcard,0.0,Good
389,1,4.97,creditcard,388.52,Good
470,1,4.74,paypal,98.86,Good
27,1,4.9,creditcard,0.0,Good
2000,1,4.88,paypal,0.01,Good
44,1,5.04,paypal,0.0,Good
1089,1,4.97,creditcard,0.0,Good
1467,1,4.75,creditcard,171.16,Good
1239,1,4.9,creditcard,858.87,Good
32,1,5.02,creditcard,0.0,Good
64,1,4.92,creditcard,0.0,Good
734,1,3.58,creditcard,0.0,Good
117,1,4.52,creditcard,116.68,Good
36,1,4.92,creditcard,35.74,Good
8,1,4.75,storecredit,7.7,Good
188,1,5.03,creditcard,0.0,Good
45,1,4.92,creditcard,0.0,Good
997,1,3.95,paypal,0.0,Good
1647,1,4.06,creditcard,150.41,Good
225,1,4.75,creditcard,0.0,Good
2000,1,4.88,paypal,330.01,Good
4,1,4.84,paypal,3.1,Good
191,1,4.75,paypal,17.17,Good
171,1,4.46,paypal,170.63,Good
2000,3,4.84,creditcard,9.78,Good
2000,1,3.95,creditcard,1.47,Good
199,1,4.97,creditcard,0.0,Good
90,1,4.75,paypal,89.93,Good
1811,1,4.9,creditcard,0.0,Good
1029,1,4.92,creditcard,0.0,Good
20,1,4.96,paypal,0.0,Good
1538,1,4.75,creditcard,130.09,Good
735,1,4.9,creditcard,0.0,Good
1683,1,4.51,storecredit,0.0,Good
2000,1,4.51,creditcard,419.59,Good
11,1,4.75,paypal,6.06,Good
2000,1,4.75,creditcard,676.66,Good
1176,1,4.46,creditcard,100.32,Good
390,1,4.89,storecredit,3.11,Good
3,1,4.96,paypal,2.65,Good
2000,1,4.9,creditcard,207.44,Good
537,1,4.97,creditcard,0.0,Good
2,1,5.04,paypal,0.0,Good
71,1,4.06,creditcard,0.02,Good
1225,1,4.88,paypal,0.0,Good
177,1,3.95,creditcard,0.0,Good
1438,1,4.46,paypal,0.0,Good
13,1,4.96,creditcard,4.63,Good
1639,1,4.97,creditcard,0.0,Good
2000,1,4.9,creditcard,6.82,Good
1875,1,5.04,paypal,375.18,Good
2000,1,4.97,creditcard,47.24,Good
2000,1,4.92,paypal,174.35,Good
8,1,3.95,paypal,7.85,Good
53,1,4.9,creditcard,0.0,Good
14,1,4.84,creditcard,13.05,Good
647,1,4.97,creditcard,0.0,Good
6,1,4.52,creditcard,5.25,Good
2000,1,4.06,creditcard,85.38,Good
130,1,5.03,creditcard,15.83,Good
747,2,5.03,creditcard,105.78,Good
24,1,4.52,creditcard,22.94,Good
2000,1,4.75,creditcard,1005.76,Good
40,1,4.52,paypal,38.94,Good
362,1,5.04,creditcard,0.0,Good
230,1,4.75,creditcard,47.68,Good
2000,1,2.95,creditcard,26.24,Good
82,1,2.95,creditcard,0.03,Good
1769,1,4.52,storecredit,1.98,Good
525,1,3.95,creditcard,0.0,Good
2000,1,4.88,paypal,135.09,Good
45,1,4.89,creditcard,44.99,Good
140,1,4.75,creditcard,0.0,Good
7,1,4.74,creditcard,6.79,Good
1624,1,4.96,creditcard,0.0,Good
598,1,4.96,creditcard,1.54,Good
44,1,4.97,creditcard,0.0,Good
2000,1,4.46,creditcard,0.45,Good
892,1,4.92,paypal,891.77,Good
477,1,4.97,creditcard,0.0,Good
675,1,4.96,creditcard,0.03,Good
2000,1,4.75,creditcard,441.09,Good
778,1,4.97,paypal,0.0,Good
607,1,4.89,creditcard,0.0,Good
574,1,4.92,creditcard,0.0,Good
24,1,5.04,paypal,0.0,Good
1414,1,4.96,creditcard,1045.31,Good
492,1,4.92,creditcard,167.88,Good
2,1,4.74,paypal,1.86,Good
124,1,4.52,creditcard,123.75,Good
1968,1,4.92,creditcard,0.0,Good
104,1,3.58,creditcard,0.0,Good
2,1,4.74,creditcard,1.63,Good
101,1,4.52,creditcard,0.04,Good
2000,1,4.51,paypal,998.98,Good
266,1,4.96,creditcard,265.99,Good
2000,1,4.06,creditcard,0.03,Good
124,1,4.92,creditcard,123.35,Good
46,1,4.9,paypal,40.78,Good
543,1,4.9,storecredit,0.01,Good
153,1,4.92,paypal,152.27,Good
14,1,4.74,creditcard,13.74,Good
1845,1,4.75,paypal,1.81,Good
1,2,4.92,creditcard,0.0,Fraud
2000,1,4.97,creditcard,6.82,Good
84,1,4.92,creditcard,0.0,Good
249,1,5.03,creditcard,232.01,Good
4,1,5.02,paypal,3.43,Good
491,1,4.75,creditcard,460.95,Good
543,1,4.74,creditcard,1.95,Good
64,1,4.92,creditcard,9.17,Good
2,2,5.04,paypal,0.0,Good
1757,1,4.92,paypal,1734.84,Good
56,1,5.04,paypal,0.0,Good
1075,1,4.92,paypal,0.0,Good
1253,2,4.06,creditcard,96.05,Good
28,1,4.46,creditcard,0.0,Good
152,1,4.89,paypal,69.86,Good
29,1,4.9,paypal,0.0,Good
51,1,4.74,creditcard,50.34,Good
216,1,4.74,creditcard,0.01,Good
2000,1,4.97,creditcard,1285.21,Good
65,1,4.96,creditcard,64.24,Good
1574,1,4.75,creditcard,0.0,Good
3,1,4.96,creditcard,0.71,Good
1893,1,4.75,paypal,821.58,Good
1613,1,4.52,creditcard,15.09,Good
1032,1,4.51,creditcard,139.12,Good
203,1,5.02,paypal,202.81,Good
20,1,5.02,paypal,0.0,Good
1193,1,4.89,creditcard,5.64,Good
1328,1,4.92,paypal,52.37,Good
39,1,4.89,creditcard,0.0,Good
154,1,4.74,creditcard,0.0,Good
1965,1,4.92,creditcard,309.96,Good
148,1,5.02,paypal,2.25,Good
2000,1,5.02,paypal,14.32,Good
306,1,4.52,creditcard,144.47,Good
74,1,4.88,storecredit,73.16,Good
1402,1,5.03,paypal,0.0,Good
7,2,4.74,creditcard,6.86,Good
5,1,3.95,creditcard,0.0,Good
138,1,4.89,creditcard,1.99,Good
138,1,4.88,creditcard,137.07,Good
200,1,4.92,creditcard,0.0,Good
1275,1,4.89,creditcard,0.0,Good
26,1,4.74,creditcard,25.59,Good
97,1,4.75,creditcard,0.0,Good
45,1,4.52,paypal,0.0,Good
427,1,4.84,creditcard,0.0,Good
95,1,4.97,paypal,94.04,Good
58,1,4.46,creditcard,57.83,Good
255,1,5.04,creditcard,0.01,Good
2000,1,5.02,creditcard,0.2,Good
2000,1,4.06,creditcard,0.1,Good
2000,1,4.74,paypal,430.01,Good
1598,1,4.88,creditcard,0.23,Good
299,1,4.9,creditcard,0.0,Good
178,1,5.02,creditcard,177.0,Good
1543,1,5.03,creditcard,0.0,Good
134,1,4.92,creditcard,0.0,Good
201,1,4.88,creditcard,0.0,Good
2000,1,4.92,creditcard,759.19,Good
32,1,4.75,creditcard,0.01,Good
39,1,5.04,paypal,0.0,Good
457,1,4.92,paypal,0.0,Good
1656,1,4.74,creditcard,0.0,Good
2000,1,4.84,creditcard,1.88,Good
1872,1,5.03,creditcard,0.0,Good
2000,1,5.04,storecredit,220.84,Good
1007,1,4.96,paypal,0.0,Good
1261,1,5.02,creditcard,347.06,Good
281,1,4.89,creditcard,224.57,Good
1304,1,4.92,creditcard,0.0,Good
1287,1,4.9,creditcard,1285.99,Good
527,1,4.52,paypal,526.02,Good
513,1,5.02,paypal,0.0,Good
38,1,4.97,creditcard,0.0,Good
254,1,4.9,creditcard,63.89,Good
1980,1,3.95,creditcard,47.01,Good
1682,1,4.92,creditcard,1.24,Good
2000,1,4.9,creditcard,193.37,Good
897,10,4.92,creditcard,339.19,Good
62,1,4.9,paypal,0.0,Good
1872,1,5.02,paypal,313.01,Good
1026,1,4.46,creditcard,1025.93,Good
81,1,4.9,creditcard,80.95,Good
231,1,4.52,storecredit,0.07,Good
2000,1,4.89,creditcard,0.03,Good
1575,1,5.04,paypal,494.13,Good
2000,1,5.04,creditcard,97.23,Good
1911,1,4.88,creditcard,833.25,Good
840,1,4.46,paypal,103.78,Good
136,1,3.58,creditcard,135.45,Good
90,1,4.52,paypal,89.0,Good
64,1,4.75,creditcard,0.03,Good
481,2,5.02,paypal,0.0,Good
1434,1,5.04,creditcard,5.0,Good
1071,1,4.92,storecredit,0.04,Good
2000,1,5.02,creditcard,965.35,Good
848,1,4.92,creditcard,0.0,Good
32,1,4.51,creditcard,0.0,Good
1830,1,4.92,creditcard,0.0,Good
113,1,4.96,creditcard,0.0,Good
98,1,4.97,creditcard,0.0,Good
2000,1,4.51,creditcard,1.15,Good
2000,1,4.96,creditcard,387.68,Good
656,1,4.88,creditcard,0.0,Good
2000,1,4.88,creditcard,263.65,Good
1724,1,4.84,creditcard,983.6,Good
2000,1,4.92,creditcard,1661.3,Good
149,1,4.74,creditcard,112.63,Good
1608,1,5.02,creditcard,0.0,Good
414,1,3.95,creditcard,0.0,Good
2000,1,4.75,creditcard,770.01,Good
3,1,4.96,creditcard,2.84,Good
81,1,4.74,paypal,51.57,Good
2,1,4.06,creditcard,1.07,Good
290,1,4.89,creditcard,0.0,Good
2000,1,4.51,creditcard,0.04,Good
2000,1,4.75,creditcard,272.89,Good
64,1,4.9,paypal,63.53,Good
1655,1,4.96,creditcard,171.99,Good
1154,1,5.02,creditcard,192.33,Good
16,1,4.92,creditcard,15.39,Good
1326,1,4.96,storecredit,0.0,Good
2000,1,4.46,paypal,309.28,Good
2000,1,4.96,storecredit,613.24,Good
1980,1,4.9,creditcard,96.97,Good
699,1,4.52,creditcard,0.0,Good
241,1,4.51,creditcard,0.0,Good
82,1,4.92,creditcard,79.19,Good
9,1,4.88,creditcard,0.0,Good
2000,1,4.92,creditcard,60.14,Good
2000,1,4.92,creditcard,495.91,Good
200,1,4.97,creditcard,0.0,Good
1974,1,4.9,paypal,0.0,Good
925,2,5.04,paypal,924.15,Good
2000,1,5.02,storecredit,3.31,Good
1187,1,4.88,creditcard,15.14,Good
1589,1,4.06,creditcard,0.0,Good
566,1,4.97,creditcard,0.0,Good
2,2,4.84,creditcard,0.0,Good
54,1,4.89,creditcard,53.89,Good
51,1,4.89,creditcard,0.0,Good
2000,1,4.9,creditcard,1342.57,Good
2000,1,4.51,creditcard,152.52,Good
3,1,5.03,storecredit,0.0,Good
29,1,3.95,storecredit,0.03,Good
15,1,5.02,paypal,0.0,Good
3,1,3.95,paypal,0.0,Good
4,1,5.04,creditcard,3.97,Good
586,1,4.9,creditcard,0.02,Good
1114,2,4.52,paypal,0.0,Good
235,1,4.92,paypal,0.0,Good
206,1,5.04,paypal,0.0,Good
33,1,3.48,paypal,17.59,Good
33,1,4.88,creditcard,0.01,Good
1576,1,4.96,creditcard,0.0,Good
3,1,4.46,creditcard,2.82,Good
803,1,5.04,storecredit,40.36,Good
9,1,5.02,paypal,8.12,Good
253,1,4.51,paypal,0.0,Good
1088,1,4.92,creditcard,0.0,Good
856,1,4.06,paypal,170.31,Good
30,1,4.92,creditcard,29.7,Good
914,1,4.9,paypal,0.0,Good
1085,1,5.02,creditcard,171.89,Good
4,1,3.58,storecredit,3.7,Good
449,1,4.75,creditcard,444.47,Good
1710,1,5.03,creditcard,103.16,Good
1897,1,5.02,creditcard,0.0,Good
20,1,4.52,paypal,19.83,Good
825,1,4.92,creditcard,0.0,Good
1485,1,4.89,creditcard,0.0,Good
752,1,4.9,creditcard,0.0,Good
16,1,4.51,creditcard,0.0,Good
101,1,4.96,creditcard,100.02,Good
139,1,4.52,creditcard,138.05,Good
2000,2,2.95,creditcard,249.53,Good
842,1,4.92,creditcard,810.89,Good
1705,1,4.88,creditcard,0.0,Good
1,2,4.84,creditcard,0.0,Fraud
57,1,4.9,creditcard,0.0,Good
11,1,4.74,creditcard,10.81,Good
1707,1,4.88,creditcard,0.01,Good
2000,1,4.75,creditcard,0.03,Good
2000,1,4.88,creditcard,345.89,Good
23,1,4.88,creditcard,22.0,Good
2000,1,4.97,creditcard,880.9,Good
2000,2,5.02,paypal,0.0,Good
1105,1,4.89,creditcard,0.01,Good
30,1,4.96,creditcard,4.33,Good
6,2,3.95,paypal,5.57,Good
102,1,4.97,paypal,0.0,Good
1267,1,5.02,creditcard,0.0,Good
2000,1,4.74,paypal,521.8,Good
708,1,4.92,creditcard,707.73,Good
183,1,4.92,creditcard,14.17,Good
15,1,4.74,creditcard,14.85,Good
2000,1,4.84,creditcard,61.81,Good
3,1,5.03,creditcard,2.24,Good
41,1,4.97,creditcard,0.0,Good
852,1,4.97,creditcard,0.0,Good
240,1,4.84,creditcard,0.0,Good
572,2,4.75,creditcard,0.0,Good
1040,1,4.88,creditcard,0.0,Good
569,1,4.88,paypal,0.0,Good
1999,5,4.75,creditcard,221.93,Good
997,1,3.58,paypal,0.0,Good
2000,1,4.96,creditcard,504.1,Good
927,1,5.03,creditcard,14.93,Good
2000,1,4.92,creditcard,1537.56,Good
1212,1,4.75,paypal,848.18,Good
174,1,4.96,paypal,172.97,Good
152,1,4.92,paypal,63.34,Good
17,1,4.92,creditcard,0.0,Good
1064,1,4.92,creditcard,7.87,Good
2000,1,4.06,creditcard,601.03,Good
2000,1,4.96,creditcard,285.2,Good
2000,1,4.89,creditcard,84.64,Good
2000,1,5.03,creditcard,0.04,Good
2000,1,3.48,creditcard,539.53,Good
388,1,4.89,creditcard,0.0,Good
384,1,3.95,creditcard,249.81,Good
2000,1,5.03,storecredit,58.9,Good
94,1,4.92,paypal,0.0,Good
27,1,4.52,creditcard,26.03,Good
123,1,4.96,paypal,0.0,Good
1273,1,3.48,creditcard,0.0,Good
1287,1,5.02,creditcard,753.43,Good
1859,1,4.89,creditcard,0.0,Good
1313,1,4.92,paypal,337.15,Good
987,1,5.02,creditcard,0.41,Good
3,1,3.48,storecredit,0.0,Good
58,1,4.92,paypal,0.0,Good
36,1,4.96,creditcard,35.3,Good
1853,1,5.03,paypal,661.22,Good
64,1,4.9,paypal,56.1,Good
510,2,2.6,creditcard,509.43,Good
152,1,4.9,creditcard,151.85,Good
5,1,5.04,creditcard,0.0,Good
1828,1,5.02,creditcard,0.0,Good
745,1,5.04,creditcard,550.94,Good
11,1,4.51,creditcard,0.0,Good
508,1,5.02,creditcard,0.0,Good
21,1,4.74,creditcard,20.96,Good
1380,1,4.97,paypal,0.0,Good
56,1,4.9,creditcard,0.0,Good
13,1,4.75,paypal,0.0,Good
71,1,4.97,paypal,0.0,Good
177,2,4.96,creditcard,25.01,Good
2000,2,5.02,creditcard,132.92,Good
84,1,4.9,paypal,83.02,Good
1624,1,4.92,creditcard,0.0,Good
106,1,4.75,creditcard,105.85,Good
1232,1,4.46,creditcard,319.61,Good
62,3,4.92,creditcard,61.01,Good
16,1,4.46,creditcard,0.0,Good
18,1,5.04,creditcard,17.03,Good
788,1,4.75,creditcard,0.82,Good
179,1,5.03,paypal,0.02,Good
76,1,4.9,creditcard,0.0,Good
59,1,5.04,creditcard,0.01,Good
2,1,4.89,creditcard,0.07,Good
594,1,4.92,paypal,0.0,Good
164,1,4.96,paypal,159.49,Good
11,1,4.84,paypal,0.0,Good
2,1,4.74,storecredit,1.73,Good
1263,1,4.96,creditcard,0.0,Good
324,1,4.92,creditcard,0.0,Good
1995,1,5.03,creditcard,1272.18,Good
106,1,4.89,creditcard,105.08,Good
6,1,5.03,paypal,5.26,Good
1929,1,4.89,creditcard,0.0,Good
343,1,4.52,paypal,7.9,Good
325,1,4.74,paypal,0.0,Good
2,1,4.75,paypal,1.21,Good
957,1,5.02,creditcard,0.0,Good
160,1,4.92,paypal,0.0,Good
791,1,4.96,paypal,519.11,Good
402,1,3.95,creditcard,0.01,Good
1548,1,2.6,paypal,299.6,Good
616,1,5.04,creditcard,53.88,Good
213,1,4.9,creditcard,0.0,Good
36,1,4.89,creditcard,0.0,Good
20,1,4.74,paypal,16.2,Good
43,1,4.06,paypal,42.04,Good
1033,1,4.92,creditcard,0.0,Good
1695,1,4.88,paypal,4.23,Good
620,2,3.07,creditcard,528.09,Good
2000,1,4.75,creditcard,2.83,Good
847,1,4.75,creditcard,0.0,Good
335,1,4.75,creditcard,0.0,Good
17,1,4.84,paypal,0.0,Good
2000,1,3.95,creditcard,2.45,Good
2000,1,5.04,creditcard,1830.68,Good
2000,1,4.88,creditcard,376.33,Good
229,2,3.48,creditcard,0.01,Good
7,1,4.97,paypal,0.0,Good
1725,1,5.02,creditcard,0.0,Good
2000,1,4.89,creditcard,925.77,Good
473,1,5.03,creditcard,342.05,Good
1753,5,4.84,creditcard,1084.67,Good
154,1,4.96,creditcard,0.0,Good
27,1,3.95,creditcard,26.65,Good
705,1,4.52,creditcard,699.17,Good
2000,1,4.75,paypal,233.65,Good
1,1,4.75,creditcard,0.06,Fraud
2000,1,4.46,creditcard,1120.91,Good
874,1,5.04,creditcard,739.0,Good
1199,1,4.75,creditcard,0.0,Good
3,1,4.75,paypal,2.58,Good
1952,1,4.84,creditcard,633.67,Good
10,1,4.9,paypal,0.0,Good
754,1,4.92,creditcard,103.46,Good
99,1,4.92,paypal,98.73,Good
1677,1,4.9,creditcard,0.96,Good
245,1,4.75,creditcard,195.09,Good
183,1,4.96,creditcard,0.0,Good
1672,1,4.74,creditcard,0.0,Good
546,1,4.75,creditcard,0.0,Good
3,1,5.02,creditcard,1.97,Good
1378,1,4.89,paypal,1377.4,Good
1616,1,4.74,creditcard,0.0,Good
1542,1,5.02,creditcard,0.0,Good
42,1,4.75,creditcard,0.01,Good
912,3,4.46,paypal,153.57,Good
529,1,4.74,creditcard,523.92,Good
943,1,4.52,creditcard,0.0,Good
2000,1,4.89,creditcard,1.08,Good
189,1,4.75,creditcard,0.0,Good
2000,1,4.96,paypal,315.86,Good
2,1,5.02,creditcard,1.4,Good
907,1,4.88,creditcard,572.32,Good
31,1,4.96,creditcard,30.65,Good
2000,1,4.84,paypal,25.72,Good
182,1,4.75,storecredit,0.0,Good
59,1,4.52,creditcard,58.81,Good
2,1,4.46,storecredit,1.62,Good
380,1,5.04,creditcard,0.0,Good
1465,1,4.84,creditcard,0.0,Good
252,1,4.84,creditcard,0.0,Good
95,1,4.52,creditcard,94.14,Good
298,1,4.88,storecredit,0.0,Good
1689,1,3.95,creditcard,0.0,Good
169,1,4.84,paypal,0.0,Good
143,1,4.97,creditcard,95.78,Good
2000,1,4.46,creditcard,1.6,Good
127,2,3.48,creditcard,0.0,Good
860,1,4.84,creditcard,0.01,Good
124,1,5.02,paypal,0.0,Good
1792,1,5.02,paypal,106.43,Good
1439,1,4.89,creditcard,0.0,Good
223,1,4.97,paypal,222.17,Good
2,1,4.97,creditcard,1.97,Good
875,1,4.52,creditcard,0.0,Good
1255,1,4.88,creditcard,0.0,Good
1,2,4.9,creditcard,0.0,Fraud
28,1,4.96,creditcard,27.2,Good
296,1,4.96,paypal,295.08,Good
774,1,5.03,creditcard,615.96,Good
2000,1,4.84,paypal,65.26,Good
1897,1,4.97,creditcard,885.03,Good
107,1,4.46,creditcard,0.0,Good
500,1,4.92,creditcard,0.0,Good
1379,1,5.02,paypal,0.04,Good
96,1,4.75,creditcard,95.16,Good
1176,2,4.96,creditcard,0.0,Good
253,1,4.92,paypal,0.0,Good
31,1,4.96,creditcard,0.0,Good
150,1,4.75,creditcard,60.88,Good
4,1,4.84,creditcard,3.08,Good
596,1,4.88,creditcard,30.66,Good
1459,1,4.84,creditcard,100.59,Good
3,1,5.04,creditcard,2.93,Good
53,1,4.96,creditcard,0.0,Good
57,1,4.89,creditcard,56.6,Good
39,1,4.75,creditcard,38.58,Good
365,1,4.92,creditcard,0.0,Good
2000,1,4.89,creditcard,488.48,Good
13,1,5.03,creditcard,0.01,Good
3,1,4.84,storecredit,0.0,Good
61,1,4.46,creditcard,60.92,Good
1734,1,4.97,paypal,0.0,Good
2000,1,4.97,paypal,1279.02,Good
184,1,4.88,creditcard,0.01,Good
920,2,4.97,paypal,84.79,Good
2000,1,5.02,creditcard,349.38,Good
1318,1,4.46,creditcard,0.05,Good
661,1,4.74,paypal,449.95,Good
11,1,4.96,paypal,0.0,Good
70,1,4.84,creditcard,0.0,Good
2000,1,4.89,creditcard,195.5,Good
1079,1,5.04,creditcard,0.0,Good
213,1,4.84,paypal,25.05,Good
718,1,5.03,creditcard,0.0,Good
835,1,4.92,creditcard,0.0,Good
649,1,4.89,creditcard,648.05,Good
1312,1,5.03,paypal,0.0,Good
1968,1,4.96,paypal,1967.71,Good
55,1,4.9,storecredit,54.45,Good
1603,1,4.84,creditcard,0.0,Good
1380,1,4.06,creditcard,0.0,Good
886,1,4.75,creditcard,0.0,Good
143,1,4.84,paypal,15.23,Good
1660,1,4.9,creditcard,0.0,Good
2000,1,5.02,creditcard,5.98,Good
344,1,4.88,creditcard,0.0,Good
2000,1,4.9,creditcard,1.59,Good
1768,1,4.92,creditcard,0.0,Good
203,1,5.04,creditcard,0.0,Good
66,1,5.02,creditcard,0.0,Good
2000,1,4.84,creditcard,1088.84,Good
741,1,4.51,creditcard,0.0,Good
1783,1,4.97,creditcard,0.0,Good
163,1,4.06,creditcard,0.01,Good
53,1,4.97,creditcard,0.0,Good
7,1,4.75,creditcard,6.76,Good
1386,1,4.52,paypal,0.0,Good
2000,1,4.92,creditcard,466.92,Good
842,1,4.89,paypal,0.0,Good
1779,1,5.04,paypal,0.0,Good
411,1,3.07,paypal,53.29,Good
38,1,5.03,creditcard,0.34,Good
226,1,5.02,creditcard,186.51,Good
908,1,4.89,creditcard,0.0,Good
518,1,4.75,storecredit,0.01,Good
1846,1,4.92,creditcard,709.26,Good
2000,1,5.02,creditcard,1920.04,Good
165,1,4.9,creditcard,0.0,Good
600,1,4.06,creditcard,110.3,Good
582,1,4.51,creditcard,0.0,Good
182,1,4.89,paypal,0.0,Good
30,1,4.92,creditcard,0.0,Good
134,1,4.75,creditcard,133.13,Good
10,1,4.92,creditcard,0.0,Good
1292,1,4.84,creditcard,0.0,Good
91,1,4.88,creditcard,90.99,Good
67,1,4.52,creditcard,66.77,Good
4,1,4.46,creditcard,3.92,Good
6,1,4.92,creditcard,5.49,Good
2,1,4.52,creditcard,1.1,Good
575,1,4.92,paypal,0.0,Good
1204,2,4.88,creditcard,1146.19,Good
997,1,3.58,creditcard,0.01,Good
2,1,4.88,paypal,1.32,Good
208,1,4.75,creditcard,30.64,Good
2000,1,4.9,creditcard,1313.08,Good
1856,1,4.74,creditcard,123.71,Good
2000,1,4.92,paypal,479.81,Good
1716,1,4.96,creditcard,0.18,Good
10,1,4.9,creditcard,0.0,Good
616,1,4.75,paypal,519.53,Good
440,1,4.74,creditcard,418.53,Good
14,2,4.52,creditcard,13.12,Good
18,1,4.75,creditcard,0.0,Good
2000,1,4.51,creditcard,20.28,Good
531,1,4.92,storecredit,57.76,Good
9,1,5.04,storecredit,8.14,Good
6,1,4.92,creditcard,5.3,Good
828,1,4.9,creditcard,0.44,Good
46,1,4.75,storecredit,5.15,Good
227,1,2.95,creditcard,226.64,Good
24,1,4.74,creditcard,7.01,Good
224,1,4.75,paypal,0.0,Good
2000,1,4.89,creditcard,13.64,Good
194,1,5.04,paypal,0.0,Good
2,1,5.02,creditcard,1.78,Good
410,1,5.03,paypal,0.0,Good
1361,1,4.52,paypal,0.0,Good
1473,1,3.95,creditcard,0.0,Good
1178,1,4.51,creditcard,590.4,Good
31,1,4.89,creditcard,0.0,Good
1627,1,4.88,creditcard,0.0,Good
394,1,4.92,storecredit,0.0,Good
1805,1,4.96,creditcard,0.0,Good
325,1,4.06,creditcard,0.0,Good
84,1,4.97,paypal,0.0,Good
1723,1,4.75,paypal,0.0,Good
807,1,4.92,paypal,0.0,Good
236,1,4.92,creditcard,235.15,Good
592,1,4.97,creditcard,550.1,Good
2000,1,5.04,creditcard,1186.87,Good
10,1,4.75,paypal,9.98,Good
4,1,4.51,creditcard,0.03,Good
2000,1,4.92,creditcard,1280.88,Good
389,1,4.75,creditcard,388.62,Good
1370,1,5.04,paypal,74.07,Good
658,1,5.03,creditcard,0.0,Good
103,1,4.52,creditcard,102.25,Good
133,1,4.9,creditcard,132.87,Good
54,1,4.75,paypal,0.0,Good
784,1,4.92,paypal,781.96,Good
251,1,4.84,paypal,0.0,Good
905,1,4.97,paypal,1.9,Good
660,1,4.92,creditcard,643.55,Good
39,1,4.51,creditcard,38.43,Good
4,1,4.92,creditcard,0.33,Good
2000,1,4.75,creditcard,440.86,Good
830,1,4.88,creditcard,465.06,Good
64,1,4.9,paypal,63.01,Good
206,2,4.51,paypal,0.0,Good
210,1,4.92,paypal,0.0,Good
1208,1,4.89,creditcard,0.0,Good
431,1,4.96,creditcard,0.0,Good
241,1,3.95,paypal,0.0,Good
51,2,4.75,paypal,0.0,Good
2000,1,4.74,creditcard,737.61,Good
606,1,4.51,storecredit,0.0,Good
1554,1,4.52,creditcard,383.32,Good
16,1,4.75,paypal,0.0,Good
2000,1,4.92,creditcard,18.36,Good
1218,1,4.51,paypal,131.55,Good
220,1,4.52,creditcard,219.32,Good
2000,2,4.51,creditcard,690.67,Good
2,1,4.84,creditcard,0.03,Good
268,1,4.9,creditcard,16.67,Good
1479,1,4.9,paypal,0.0,Good
132,1,4.74,creditcard,0.0,Good
489,1,4.74,creditcard,488.45,Good
2000,1,4.75,creditcard,1781.89,Good
990,1,4.9,paypal,0.0,Good
